longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.74,39.59,24.0,1535.0,0.05775646371976647,726.0,0.06016042780748663,2.3833,95100.0
-121.75,39.88,16.0,2867.0,0.11613844870725605,1203.0,0.09959893048128342,2.7143,95300.0
-121.54,40.06,17.0,858.0,0.05421184320266889,47.0,0.005570409982174688,2.4028,67500.0
-121.51,39.97,22.0,1468.0,0.05900750625521268,611.0,0.051916221033868094,2.3036,73000.0
-121.59,39.86,14.0,1527.0,0.05567139282735613,665.0,0.05770944741532977,2.8657,119600.0
-121.58,39.83,16.0,4591.0,0.18807339449541285,1904.0,0.1804812834224599,2.2419,93200.0
-121.6,39.8,10.0,1742.0,0.06359466221851542,721.0,0.06907308377896614,2.4537,117900.0
-121.56,39.69,8.0,2836.0,0.10842368640533778,1163.0,0.11363636363636363,3.13,168300.0
-121.39,39.61,22.0,2828.0,0.1267723102585488,986.0,0.08667557932263814,2.8871,94700.0
-121.24,39.65,35.0,632.0,0.030442035029190993,221.0,0.022281639928698752,2.3684,62500.0
-121.19,39.55,17.0,1483.0,0.058798999165971644,481.0,0.04656862745098039,1.4896,83300.0
-121.36,39.52,15.0,2490.0,0.10946622185154295,1229.0,0.11029411764705882,2.3917,85700.0
-121.56,39.53,12.0,1733.0,0.08736447039199333,1861.0,0.09202317290552585,1.5771,65200.0
-121.54,39.6,15.0,886.0,0.042118432026688905,576.0,0.04523172905525847,2.1467,84100.0
-121.46,39.54,14.0,5549.0,0.20809007506255212,1822.0,0.20432263814616755,2.9562,142300.0
-121.44,39.5,26.0,1652.0,0.06734778982485405,790.0,0.06461675579322639,3.0446,90800.0
-121.47,39.49,17.0,1554.0,0.05004170141784821,553.0,0.05080213903743316,3.2174,91800.0
-121.47,39.51,19.0,3720.0,0.13219349457881568,1304.0,0.13480392156862744,2.6921,97500.0
-121.57,39.48,15.0,202.0,0.010842368640533779,145.0,0.008467023172905526,0.8252,42500.0
-121.54,39.47,14.0,1724.0,0.0652627189324437,939.0,0.06684491978609626,2.4952,53900.0
-121.55,39.45,18.0,2278.0,0.10863219349457881,1185.0,0.1053921568627451,1.3611,60600.0
-121.53,39.44,26.0,1340.0,0.052752293577981654,662.0,0.052807486631016046,2.6071,57100.0
-121.52,39.43,15.0,2119.0,0.08069224353628024,1079.0,0.08288770053475936,2.3566,80400.0
-121.46,39.4,17.0,3659.0,0.15283569641367806,1970.0,0.1481729055258467,2.425,96200.0
-121.39,39.39,52.0,189.0,0.006672226855713094,121.0,0.007798573975044563,3.0208,60000.0
-121.54,39.33,27.0,720.0,0.030859049207673062,359.0,0.030303030303030304,2.5313,61300.0
-121.67,39.37,27.0,2599.0,0.1042535446205171,1241.0,0.11140819964349376,1.9943,86300.0
-121.65,39.35,24.0,1003.0,0.051918265221017515,1098.0,0.05013368983957219,1.7552,86400.0
-121.67,39.34,22.0,1217.0,0.04628857381150959,537.0,0.04122103386809269,2.6607,84600.0
-121.65,39.32,40.0,812.0,0.0316930775646372,374.0,0.031194295900178252,2.7891,73500.0
-121.69,39.36,29.0,2220.0,0.09778982485404504,1170.0,0.09491978609625669,2.3224,56200.0
-121.74,39.38,27.0,2596.0,0.0902835696413678,1100.0,0.09068627450980392,2.3243,85500.0
-121.71,39.42,21.0,1432.0,0.058798999165971644,862.0,0.060828877005347594,2.2813,57600.0
-121.71,39.41,22.0,1814.0,0.07089241034195162,941.0,0.07152406417112299,2.1728,59400.0
-120.46,38.15,16.0,4221.0,0.16242702251876565,1516.0,0.15485739750445632,2.3816,116000.0
-120.55,38.12,10.0,1566.0,0.06734778982485405,785.0,0.06439393939393939,2.5,116100.0
-120.56,38.09,34.0,2745.0,0.11613844870725605,1150.0,0.1089572192513369,2.3654,94900.0
-120.55,38.07,27.0,1199.0,0.04628857381150959,463.0,0.04389483065953654,2.9063,92200.0
-120.67,37.97,9.0,7450.0,0.30713094245204337,2233.0,0.20677361853832443,2.6528,133000.0
-120.79,38.24,19.0,1003.0,0.048582151793160964,538.0,0.04188948306595366,2.9821,90400.0
-120.9,38.2,16.0,3120.0,0.13323603002502085,1319.0,0.11675579322638147,2.0472,93200.0
-120.88,38.16,8.0,2029.0,0.08027522935779817,1000.0,0.08065953654188948,4.0109,125900.0
-120.91,38.11,9.0,3585.0,0.1413678065054212,1800.0,0.13279857397504458,3.636,133100.0
-120.65,38.28,21.0,3095.0,0.14157631359466222,1341.0,0.12121212121212122,2.1382,104000.0
-120.67,38.19,17.0,2967.0,0.12698081734778982,1387.0,0.12522281639928698,2.0417,92600.0
-120.43,38.25,13.0,763.0,0.033152627189324435,311.0,0.027406417112299464,2.4583,112500.0
-120.54,38.41,21.0,1435.0,0.060884070058381985,668.0,0.05904634581105169,2.5667,77400.0
-120.41,38.33,17.0,1463.0,0.07005838198498748,529.0,0.049910873440285206,3.0239999999999996,100900.0
-120.57,38.35,17.0,1504.0,0.07422852376980818,661.0,0.05525846702317291,2.2604,84800.0
-120.36,38.21,10.0,4300.0,0.17577147623019182,1480.0,0.13524955436720143,2.8208,139900.0
-120.34,38.23,10.0,3757.0,0.1501251042535446,546.0,0.04924242424242424,3.75,121400.0
-120.27,38.29,10.0,3486.0,0.1444954128440367,298.0,0.027183600713012478,3.3542,103800.0
-121.91,39.03,48.0,1096.0,0.045037531276063386,657.0,0.04389483065953654,2.7841,65800.0
-122.0,38.99,39.0,1548.0,0.06693077564637198,815.0,0.06327985739750445,2.9489,67500.0
-122.13,39.0,23.0,3832.0,0.1609674728940784,2435.0,0.1659982174688057,2.2754,59200.0
-121.99,39.15,17.0,6440.0,0.2506255212677231,3266.0,0.2540106951871658,2.7137,72000.0
-122.04,39.22,27.0,1446.0,0.06109257714762302,670.0,0.06216577540106952,3.2625,92800.0
-122.08,39.25,52.0,224.0,0.007506255212677231,120.0,0.009581105169340463,3.017,112500.0
-122.33,39.1,10.0,266.0,0.012510425354462052,154.0,0.010472370766488414,2.25,75000.0
-122.09,39.13,28.0,4169.0,0.18619683069224355,2587.0,0.1800356506238859,2.331,65500.0
-122.17,39.31,35.0,2791.0,0.11467889908256881,1395.0,0.10561497326203209,2.5625,62700.0
-122.51,39.3,19.0,1629.0,0.08006672226855713,551.0,0.04723707664884135,1.7463,68800.0
-122.01,39.21,50.0,1592.0,0.07714762301918265,781.0,0.0679590017825312,2.2679,69100.0
-121.65,38.03,28.0,3144.0,0.14428690575479566,1095.0,0.10695187165775401,3.4402,192400.0
-121.63,38.04,25.0,2019.0,0.08527939949958299,888.0,0.07219251336898395,3.2619,183800.0
-121.73,38.0,3.0,9217.0,0.31693077564637195,3578.0,0.28297682709447414,5.0016,189100.0
-121.72,37.98,5.0,7105.0,0.23790658882402002,3523.0,0.24197860962566844,5.0468,168800.0
-121.71,37.99,27.0,3861.0,0.14929107589658047,2085.0,0.1570855614973262,3.3558,129700.0
-121.68,37.93,44.0,1014.0,0.04649708090075062,704.0,0.05258467023172905,1.6554,119400.0
-121.7,37.94,36.0,1710.0,0.06630525437864887,861.0,0.06639928698752229,2.8828,131100.0
-121.69,37.95,15.0,1850.0,0.09153461217681401,1348.0,0.089349376114082,3.8125,125400.0
-121.7,37.96,33.0,2396.0,0.09382819015846539,1391.0,0.10316399286987522,3.2813,151400.0
-121.7,37.91,17.0,1962.0,0.06025854879065888,825.0,0.05904634581105169,4.8958,187100.0
-121.8,38.01,46.0,2273.0,0.10279399499582986,1088.0,0.09915329768270945,2.2532,109400.0
-121.82,38.02,46.0,176.0,0.008548790658882402,101.0,0.008467023172905526,2.2361,93800.0
-121.98,38.05,31.0,2810.0,0.10758965804837364,1640.0,0.11163101604278075,3.3661,98500.0
-122.05,37.92,14.0,12713.0,0.5329441201000834,4741.0,0.5369875222816399,4.7094,234700.0
-122.23,38.06,52.0,1350.0,0.05504587155963303,490.0,0.056818181818181816,3.125,171100.0
-124.17,41.8,16.0,2739.0,0.09966638865721435,1259.0,0.09670231729055258,3.7557,109400.0
-124.23,41.75,11.0,3159.0,0.128023352793995,1343.0,0.10628342245989304,2.4805,73200.0
-124.21,41.77,17.0,3461.0,0.1501251042535446,1947.0,0.14371657754010694,2.5795,68400.0
-124.19,41.78,15.0,3140.0,0.14845704753961636,1645.0,0.14215686274509803,1.6654,74600.0
-124.22,41.73,28.0,3003.0,0.14532944120100083,1530.0,0.14505347593582887,1.7038,78300.0
-124.17,41.76,20.0,2673.0,0.11175979983319433,1282.0,0.1140819964349376,2.4605,105900.0
-124.16,41.74,15.0,2715.0,0.11822351959966639,1532.0,0.11764705882352941,2.1829,69500.0
-124.14,41.95,21.0,2696.0,0.12010008340283569,1208.0,0.10962566844919786,2.275,122400.0
-124.16,41.92,19.0,1668.0,0.06713928273561301,841.0,0.06261140819964349,2.1336,75000.0
-124.3,41.84,17.0,2677.0,0.11030025020850709,1244.0,0.10115864527629234,3.0313,103600.0
-124.15,41.81,17.0,3276.0,0.1305254378648874,3546.0,0.12990196078431374,2.2868,103100.0
-123.91,41.68,22.0,1880.0,0.07464553794829024,743.0,0.06951871657754011,2.9688,152700.0
-123.83,41.88,18.0,1504.0,0.07402001668056714,660.0,0.0570409982174688,3.13,116700.0
-123.92,41.54,22.0,2920.0,0.13219349457881568,1382.0,0.11073975044563279,2.0202,71100.0
-119.94,38.96,20.0,1451.0,0.08006672226855713,467.0,0.056372549019607844,1.5536,212500.0
-119.95,38.95,8.0,430.0,0.021893244370308592,36.0,0.0035650623885918,2.625,187500.0
-119.95,38.94,24.0,2180.0,0.10738115095913262,755.0,0.04924242424242424,2.5875,173400.0
-119.97,38.93,24.0,856.0,0.03815679733110926,388.0,0.023618538324420676,3.1806,107200.0
-119.94,38.92,24.0,1258.0,0.044620517097581316,235.0,0.02094474153297683,4.6,136800.0
-120.02,38.91,22.0,2138.0,0.10237698081734779,829.0,0.07308377896613191,2.2056,107200.0
-120.01,38.89,24.0,1669.0,0.08757297748123437,589.0,0.06216577540106952,3.0089,100800.0
-120.0,38.9,21.0,1653.0,0.08694745621351126,737.0,0.06818181818181818,1.9727,114100.0
-119.99,38.88,17.0,2807.0,0.10988323603002502,675.0,0.05548128342245989,2.7457,107800.0
-120.0,38.87,12.0,1437.0,0.05546288573811509,395.0,0.03163992869875223,4.225,127600.0
-119.96,38.84,17.0,2722.0,0.10633861551292743,828.0,0.06394830659536542,3.5714,109700.0
-120.02,38.76,15.0,3142.0,0.12844036697247707,725.0,0.06305704099821748,4.3333,121400.0
-120.04,38.86,16.0,2708.0,0.09987489574645537,712.0,0.05770944741532977,3.7891,117700.0
-120.13,39.06,22.0,2465.0,0.11196830692243537,381.0,0.03208556149732621,2.875,87500.0
-120.16,39.04,18.0,2040.0,0.08340283569641367,350.0,0.028297682709447415,4.0313,126000.0
-120.16,39.01,16.0,1463.0,0.05462885738115096,54.0,0.0053475935828877,4.975,206300.0
-121.04,38.81,11.0,3522.0,0.12948290241868224,1456.0,0.12076648841354724,3.93,163400.0
-120.87,38.83,12.0,2180.0,0.0877814845704754,1070.0,0.08355614973262032,2.8562,128200.0
-120.71,38.85,8.0,1877.0,0.0994578815679733,884.0,0.07152406417112299,3.4688,120100.0
-121.09,38.68,15.0,5218.0,0.14783152627189325,1949.0,0.1463903743315508,4.7083,213300.0
-121.08,38.67,10.0,2499.0,0.06859883236030025,1040.0,0.07375222816399286,6.843999999999999,239600.0
-121.07,38.66,22.0,1831.0,0.0567139282735613,813.0,0.05949197860962567,4.6394,173400.0
-121.06,38.7,9.0,13255.0,0.3621768140116764,5001.0,0.3620766488413547,6.314,228900.0
-121.0,38.58,12.0,3425.0,0.1140533778148457,1357.0,0.1000445632798574,5.3344,217500.0
-121.01,38.73,7.0,6322.0,0.2176814011676397,2957.0,0.22771836007130125,4.7276,197500.0
-120.97,38.65,9.0,3707.0,0.12510425354462051,1601.0,0.1232174688057041,4.0714,300600.0
-120.91,38.62,12.0,4545.0,0.1555462885738115,2033.0,0.15953654188948307,4.1843,207600.0
-120.95,38.79,12.0,3247.0,0.12030859049207673,1459.0,0.11475044563279857,4.3981,202800.0
-120.93,38.77,9.0,2229.0,0.07360300250208507,788.0,0.07553475935828877,5.5111,196300.0
-120.87,38.71,13.0,2692.0,0.097581317764804,1302.0,0.09313725490196079,4.0,167400.0
-120.86,38.75,15.0,1533.0,0.06213511259382819,674.0,0.06350267379679145,2.5625,146100.0
-120.83,38.74,17.0,3685.0,0.16117597998331942,1714.0,0.16310160427807488,2.2269,128300.0
-120.76,38.6,14.0,2925.0,0.1298999165971643,1226.0,0.09692513368983957,2.5865,133800.0
-120.66,38.61,19.0,2715.0,0.12385321100917432,1301.0,0.10494652406417113,2.5042,126400.0
-120.72,38.57,8.0,892.0,0.03815679733110926,427.0,0.03609625668449198,2.6833,118800.0
-120.59,38.53,15.0,432.0,0.017723102585487906,208.0,0.015819964349376114,3.6125,100000.0
-120.08,38.8,34.0,1988.0,0.1061301084236864,36.0,0.002896613190730838,4.625,162500.0
-120.84,38.63,12.0,1313.0,0.04774812343619683,731.0,0.05124777183600713,5.7373,208300.0
-119.81,36.73,51.0,956.0,0.040450375312760634,662.0,0.039661319073083776,2.101,56700.0
-119.81,36.74,36.0,607.0,0.03190158465387823,483.0,0.03208556149732621,1.5625,47500.0
-119.8,36.72,43.0,1286.0,0.07464553794829024,972.0,0.07642602495543672,0.9513,50400.0
-119.77,36.75,39.0,1287.0,0.06880733944954129,1386.0,0.0677361853832442,1.5227,46900.0
-119.83,36.71,43.0,355.0,0.0164720600500417,233.0,0.01626559714795009,2.4167,73900.0
-119.79,36.7,23.0,1731.0,0.07527105921601335,1210.0,0.07553475935828877,1.3922,49500.0
-119.73,36.68,32.0,755.0,0.04232693911592994,681.0,0.04567736185383244,1.7986,49300.0
-119.69,36.69,36.0,1432.0,0.05567139282735613,836.0,0.05236185383244207,2.1563,88300.0
-119.67,36.65,20.0,2512.0,0.09320266889074229,1464.0,0.09982174688057041,3.9211,92300.0
-119.63,36.64,33.0,1036.0,0.03732276897414512,620.0,0.03832442067736185,3.4107,110400.0
-119.65,36.62,6.0,1931.0,0.08757297748123437,1344.0,0.09180035650623886,1.6607,58000.0
-119.68,36.63,39.0,1237.0,0.05296080066722268,638.0,0.052807486631016046,3.0139,65300.0
-119.73,36.59,31.0,1551.0,0.061301084236864055,1058.0,0.06350267379679145,3.3438,92600.0
-119.84,36.77,6.0,1853.0,0.09820683903252711,1397.0,0.09246880570409982,1.4817,72000.0
-119.83,36.76,15.0,3291.0,0.16055045871559634,1738.0,0.1408199643493761,1.976,67300.0
-119.7,36.8,34.0,1768.0,0.0627606338615513,888.0,0.06951871657754011,3.8088,87700.0
-119.71,36.79,34.0,1891.0,0.06693077564637198,966.0,0.0786541889483066,3.6681,82000.0
-119.71,36.81,9.0,1122.0,0.060050041701417846,662.0,0.06283422459893048,2.0536,55000.0
-119.75,36.78,35.0,1129.0,0.045454545454545456,474.0,0.053475935828877004,2.4405,74300.0
-120.1,36.66,19.0,2020.0,0.08632193494578816,1341.0,0.07976827094474154,1.7,69000.0
-119.91,36.83,29.0,2205.0,0.07589658048373644,1072.0,0.07642602495543672,3.8056,165400.0
-119.88,36.85,8.0,2580.0,0.07714762301918265,1111.0,0.08712121212121213,7.5,256200.0
-119.86,36.82,12.0,1488.0,0.052335279399499585,675.0,0.04924242424242424,4.7622,89300.0
-119.85,36.84,12.0,2272.0,0.06296914095079233,840.0,0.06751336898395723,8.9669,213900.0
-119.78,36.86,10.0,2902.0,0.07527105921601335,1200.0,0.0804367201426025,8.3608,187300.0
-119.77,36.91,3.0,7520.0,0.23790658882402002,2878.0,0.2395276292335116,5.3272,174200.0
-119.75,36.87,3.0,13802.0,0.46747289407839865,5226.0,0.43894830659536543,5.0941,143700.0
-119.7,36.94,15.0,1449.0,0.05733944954128441,649.0,0.05860071301247772,2.4861,86300.0
-119.71,36.88,17.0,2236.0,0.0652627189324437,992.0,0.06907308377896614,6.9405,165200.0
-119.67,36.89,15.0,2373.0,0.07547956630525438,1280.0,0.0855614973262032,5.308,167500.0
-119.49,37.1,24.0,2532.0,0.11530442035029191,1564.0,0.1125222816399287,2.3359,92400.0
-119.57,37.02,16.0,4199.0,0.1651376146788991,2140.0,0.16042780748663102,3.332,111800.0
-119.48,37.0,16.0,2904.0,0.11447039199332777,1467.0,0.11296791443850267,3.1736,111800.0
-119.21,37.25,44.0,3042.0,0.14491242702251877,335.0,0.02517825311942959,4.1838,85600.0
-118.94,37.13,12.0,2255.0,0.09799833194328607,1006.0,0.07397504456327986,4.1563,94000.0
-119.4,37.09,22.0,2211.0,0.09904086738949125,773.0,0.06372549019607843,3.3269,102700.0
-119.34,37.12,23.0,1881.0,0.07881567973311093,64.0,0.007798573975044563,3.875,125000.0
-119.28,37.11,34.0,1901.0,0.0817347789824854,171.0,0.015819964349376114,3.0729,144600.0
-119.32,37.06,15.0,3111.0,0.1353211009174312,276.0,0.02339572192513369,5.1314,179200.0
-119.43,36.61,19.0,1484.0,0.061301084236864055,1296.0,0.0659536541889483,2.4219,65800.0
-119.44,36.6,5.0,2353.0,0.1263552960800667,2505.0,0.12722816399286987,2.2863,69200.0
-119.44,36.58,37.0,1054.0,0.0817347789824854,879.0,0.056818181818181816,2.5234,63500.0
-119.59,36.57,19.0,1733.0,0.0627606338615513,911.0,0.06216577540106952,3.5987,131700.0
-119.6,36.56,36.0,738.0,0.03461217681401168,737.0,0.040998217468805706,1.4415,54400.0
-119.53,36.55,34.0,2065.0,0.07110091743119266,1041.0,0.06929590017825311,3.2917,111500.0
-119.54,36.52,16.0,2703.0,0.08611342785654712,1106.0,0.08244206773618538,4.2045,120900.0
-119.55,36.51,46.0,1889.0,0.08090075062552127,971.0,0.089349376114082,2.2132,76600.0
-119.56,36.53,19.0,2746.0,0.10279399499582986,1670.0,0.11497326203208556,3.2019,95700.0
-119.77,36.44,26.0,1727.0,0.05984153461217681,802.0,0.057263814616755795,3.2083,75000.0
-119.69,36.46,29.0,1702.0,0.06234361968306922,914.0,0.06194295900178253,2.8125,79200.0
-119.69,36.43,29.0,1799.0,0.07381150959132611,1278.0,0.0857843137254902,1.7813,57900.0
-119.87,36.54,34.0,1370.0,0.05942452043369475,818.0,0.05949197860962567,2.4044,72500.0
-119.86,36.45,19.0,2439.0,0.09591326105087573,1416.0,0.10405525846702317,2.4474,75600.0
-120.08,36.34,18.0,1524.0,0.08590492076730609,2030.0,0.07887700534759358,2.1153,112500.0
-120.1,36.16,17.0,598.0,0.0329441201000834,715.0,0.03208556149732621,2.3295,55000.0
-120.1,36.21,12.0,1462.0,0.07381150959132611,1708.0,0.08132798573975045,1.5086,64700.0
-120.09,36.19,12.0,1923.0,0.11613844870725605,2809.0,0.11876114081996435,1.4191,55100.0
-120.27,36.29,11.0,1337.0,0.08548790658882402,1376.0,0.07040998217468805,2.4398,87500.0
-120.43,36.18,29.0,579.0,0.0237698081734779,218.0,0.02161319073083779,2.1458,104200.0
-120.36,36.14,18.0,1206.0,0.0567139282735613,622.0,0.04790552584670232,1.8264,62000.0
-120.38,36.15,17.0,2279.0,0.09299416180150125,1200.0,0.09313725490196079,2.7461,70000.0
-120.37,36.13,10.0,2522.0,0.11071726438698916,1335.0,0.10940285204991088,3.2639,86400.0
-120.22,36.49,14.0,1508.0,0.0719349457881568,1679.0,0.07642602495543672,2.4786,56000.0
-120.55,36.97,42.0,1766.0,0.07130942452043369,1084.0,0.07152406417112299,2.3295,74400.0
-124.17,40.8,52.0,661.0,0.06547122602168473,392.0,0.05392156862745098,0.957,60000.0
-124.16,40.79,52.0,1264.0,0.05733944954128441,591.0,0.06283422459893048,1.7778,76900.0
