longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.56,39.69,8.0,2836.0,522.0,1163.0,0.19319147961846775,3.13,168300.0
-121.39,39.61,22.0,2828.0,610.0,986.0,-0.11247669955032905,2.8871,94700.0
-121.24,39.65,35.0,632.0,148.0,221.0,-0.8425436729369594,2.3684,62500.0
-121.19,39.55,17.0,1483.0,284.0,481.0,-0.5671896933551508,1.4896,83300.0
-121.36,39.52,15.0,2490.0,527.0,1229.0,0.1552987301347326,2.3917,85700.0
-121.56,39.53,12.0,1733.0,421.0,1861.0,-0.051848300376352824,1.5771,65200.0
-121.54,39.6,15.0,886.0,204.0,576.0,-0.5823467931486448,2.1467,84100.0
-121.46,39.54,14.0,5549.0,1000.0,1822.0,1.2213480822771479,2.9562,142300.0
-121.44,39.5,26.0,1652.0,325.0,790.0,-0.36256884614298096,3.0446,90800.0
-121.47,39.49,17.0,1554.0,242.0,553.0,-0.5191922106757529,3.2174,91800.0
-121.47,39.51,19.0,3720.0,636.0,1304.0,0.433178893015457,2.6921,97500.0
-121.57,39.48,15.0,202.0,54.0,145.0,-0.9991670374697313,0.8252,42500.0
-121.54,39.47,14.0,1724.0,315.0,939.0,-0.3373070131538242,2.4952,53900.0
-121.55,39.45,18.0,2278.0,523.0,1185.0,0.09972269755858774,1.3611,60600.0
-121.53,39.44,26.0,1340.0,255.0,662.0,-0.49645656098551183,2.6071,57100.0
-121.52,39.43,15.0,2119.0,389.0,1079.0,-0.15542181563189555,2.3566,80400.0
-121.46,39.4,17.0,3659.0,735.0,1970.0,0.5847498909503975,2.425,96200.0
-121.39,39.39,52.0,189.0,34.0,121.0,-1.0067455873664783,3.0208,60000.0
-121.54,39.33,27.0,720.0,150.0,359.0,-0.7516010741759951,2.5313,61300.0
-121.67,39.37,27.0,2599.0,502.0,1241.0,0.16792964662931098,1.9943,86300.0
-121.65,39.35,24.0,1003.0,251.0,1098.0,-0.5267707605724999,1.7552,86400.0
-121.67,39.34,22.0,1217.0,224.0,537.0,-0.627818092529127,2.6607,84600.0
-121.65,39.32,40.0,812.0,154.0,374.0,-0.7414963409803323,2.7891,73500.0
-121.69,39.36,29.0,2220.0,471.0,1170.0,-0.019007917490449035,2.3224,56200.0
-121.74,39.38,27.0,2596.0,435.0,1100.0,-0.06700540016984688,2.3243,85500.0
-121.71,39.42,21.0,1432.0,284.0,862.0,-0.4055139622245475,2.2813,57600.0
-121.71,39.41,22.0,1814.0,342.0,941.0,-0.284257163876595,2.1728,59400.0
-120.46,38.15,16.0,4221.0,781.0,1516.0,0.6605353899178679,2.3816,116000.0
-120.55,38.12,10.0,1566.0,325.0,785.0,-0.36509502944189665,2.5,116100.0
-120.56,38.09,34.0,2745.0,559.0,1150.0,0.14014163034123855,2.3654,94900.0
-120.55,38.07,27.0,1199.0,224.0,463.0,-0.5975038929421389,2.9063,92200.0
-120.67,37.97,9.0,7450.0,1475.0,2233.0,1.2491360985652205,2.6528,133000.0
-120.79,38.24,19.0,1003.0,235.0,538.0,-0.6202395426323799,2.9821,90400.0
-120.9,38.2,16.0,3120.0,641.0,1319.0,0.22855804580328723,2.0472,93200.0
-120.88,38.16,8.0,2029.0,387.0,1000.0,-0.1806836486210523,4.0109,125900.0
-120.91,38.11,9.0,3585.0,680.0,1800.0,0.4104432433252159,3.636,133100.0
-120.65,38.28,21.0,3095.0,681.0,1341.0,0.27908171178160074,2.1382,104000.0
-120.67,38.19,17.0,2967.0,611.0,1387.0,0.3245530111620829,2.0417,92600.0
-120.43,38.25,13.0,763.0,161.0,311.0,-0.7844414570618989,2.4583,112500.0
-120.54,38.41,21.0,1435.0,294.0,668.0,-0.42572342861587287,2.5667,77400.0
-120.41,38.33,17.0,1463.0,338.0,529.0,-0.5292969438714156,3.0239999999999996,100900.0
-120.57,38.35,17.0,1504.0,358.0,661.0,-0.46866854469743935,2.2604,84800.0
-120.36,38.21,10.0,4300.0,845.0,1480.0,0.43823125961328835,2.8208,139900.0
-120.34,38.23,10.0,3757.0,722.0,546.0,-0.5368754937681627,3.75,121400.0
-120.27,38.29,10.0,3486.0,695.0,298.0,-0.7869676403608146,3.3542,103800.0
-121.91,39.03,48.0,1096.0,218.0,657.0,-0.5975038929421389,2.7841,65800.0
-122.0,38.99,39.0,1548.0,323.0,815.0,-0.377725945936475,2.9489,67500.0
-122.13,39.0,23.0,3832.0,774.0,2435.0,0.7868445548636517,2.2754,59200.0
-121.99,39.15,17.0,6440.0,1204.0,3266.0,1.784686957935344,2.7137,72000.0
-122.04,39.22,27.0,1446.0,295.0,670.0,-0.39035686243105344,3.2625,92800.0
-122.08,39.25,52.0,224.0,38.0,120.0,-0.986536120975153,3.017,112500.0
-122.33,39.1,10.0,266.0,62.0,154.0,-0.9764313877794902,2.25,75000.0
-122.09,39.13,28.0,4169.0,895.0,2587.0,0.9459941026953392,2.331,65500.0
-122.17,39.31,35.0,2791.0,552.0,1395.0,0.10224888085750342,2.5625,62700.0
-122.51,39.3,19.0,1629.0,386.0,551.0,-0.5596111434584037,1.7463,68800.0
-122.01,39.21,50.0,1592.0,372.0,781.0,-0.32467609665924585,2.2679,69100.0
-121.65,38.03,28.0,3144.0,694.0,1095.0,0.11740598065099747,3.4402,192400.0
-121.63,38.04,25.0,2019.0,411.0,888.0,-0.276678613979848,3.2619,183800.0
-121.73,38.0,3.0,9217.0,1522.0,3578.0,2.113090786794382,5.0016,189100.0
-121.72,37.98,5.0,7105.0,1143.0,3523.0,1.6482730597938973,5.0468,168800.0
-121.71,37.99,27.0,3861.0,718.0,2085.0,0.6857972229070246,3.3558,129700.0
-121.68,37.93,44.0,1014.0,225.0,704.0,-0.4989827442844275,1.6554,119400.0
-121.7,37.94,36.0,1710.0,320.0,861.0,-0.3423593797516556,2.8828,131100.0
-121.69,37.95,15.0,1850.0,441.0,1348.0,-0.08216249996334093,3.8125,125400.0
-121.7,37.96,33.0,2396.0,452.0,1391.0,0.07446086456943098,3.2813,151400.0
-121.7,37.91,17.0,1962.0,291.0,825.0,-0.42572342861587287,4.8958,187100.0
-121.8,38.01,46.0,2273.0,495.0,1088.0,0.02898956518894881,2.2532,109400.0
-121.82,38.02,46.0,176.0,43.0,101.0,-0.9991670374697313,2.2361,93800.0
-121.98,38.05,31.0,2810.0,518.0,1640.0,0.17045582992822667,3.3661,98500.0
-122.05,37.92,14.0,12713.0,2558.0,4741.0,4.992939747558252,4.7094,234700.0
-122.23,38.06,52.0,1350.0,266.0,490.0,-0.45098526160502966,3.125,171100.0
-124.17,41.8,16.0,2739.0,480.0,1259.0,0.0012015489008763726,3.7557,109400.0
-124.23,41.75,11.0,3159.0,616.0,1343.0,0.10982743075425044,2.4805,73200.0
-124.21,41.77,17.0,3461.0,722.0,1947.0,0.534226224972084,2.5795,68400.0
-124.19,41.78,15.0,3140.0,714.0,1645.0,0.5165429418796743,1.6654,74600.0
-124.22,41.73,28.0,3003.0,699.0,1530.0,0.549383324765578,1.7038,78300.0
-124.17,41.76,20.0,2673.0,538.0,1282.0,0.19824384621629912,2.4605,105900.0
-124.16,41.74,15.0,2715.0,569.0,1532.0,0.23866277899894991,2.1829,69500.0
-124.14,41.95,21.0,2696.0,578.0,1208.0,0.14772018023798558,2.275,122400.0
-124.16,41.92,19.0,1668.0,324.0,841.0,-0.38530449583322207,2.1336,75000.0
-124.3,41.84,17.0,2677.0,531.0,1244.0,0.05172521487918989,3.0313,103600.0
-124.15,41.81,17.0,3276.0,628.0,3546.0,0.3776028604393121,2.2868,103100.0
-123.91,41.68,22.0,1880.0,360.0,743.0,-0.3069928135668361,2.9688,152700.0
-123.83,41.88,18.0,1504.0,357.0,660.0,-0.448459078306114,3.13,116700.0
-123.92,41.54,22.0,2920.0,636.0,1382.0,0.16035109673256395,2.0202,71100.0
-119.94,38.96,20.0,1451.0,386.0,467.0,-0.456037628202861,1.5536,212500.0
-119.95,38.95,8.0,430.0,107.0,36.0,-1.0547430700458762,2.625,187500.0
-119.95,38.94,24.0,2180.0,517.0,755.0,-0.5368754937681627,2.5875,173400.0
-119.97,38.93,24.0,856.0,185.0,388.0,-0.8273865731434654,3.1806,107200.0
-119.94,38.92,24.0,1258.0,216.0,235.0,-0.8577007727304535,4.6,136800.0
-120.02,38.91,22.0,2138.0,493.0,829.0,-0.2665738807841853,2.2056,107200.0
-120.01,38.89,24.0,1669.0,422.0,589.0,-0.39035686243105344,3.0089,100800.0
-120.0,38.9,21.0,1653.0,419.0,737.0,-0.32214991336033016,1.9727,114100.0
-119.99,38.88,17.0,2807.0,529.0,675.0,-0.4661423613985237,2.7457,107800.0
-120.0,38.87,12.0,1437.0,268.0,395.0,-0.7364439743825011,4.225,127600.0
-119.96,38.84,17.0,2722.0,512.0,828.0,-0.370147396039728,3.5714,109700.0
-120.02,38.76,15.0,3142.0,618.0,725.0,-0.3802521292353907,4.3333,121400.0
-120.04,38.86,16.0,2708.0,481.0,712.0,-0.4408805284093669,3.7891,117700.0
-120.13,39.06,22.0,2465.0,539.0,381.0,-0.7313916077846697,2.875,87500.0
-120.16,39.04,18.0,2040.0,402.0,350.0,-0.7743367238662362,4.0313,126000.0
-120.16,39.01,16.0,1463.0,264.0,54.0,-1.0345336036545507,4.975,206300.0
-121.04,38.81,11.0,3522.0,623.0,1456.0,0.27402934518376937,3.93,163400.0
-120.87,38.83,12.0,2180.0,423.0,1070.0,-0.14784326573514853,2.8562,128200.0
-120.71,38.85,8.0,1877.0,479.0,884.0,-0.284257163876595,3.4688,120100.0
-121.09,38.68,15.0,5218.0,711.0,1949.0,0.5645404245590722,4.7083,213300.0
-121.08,38.67,10.0,2499.0,331.0,1040.0,-0.25899533088743826,6.843999999999999,239600.0
-121.07,38.66,22.0,1831.0,274.0,813.0,-0.42067106201804155,4.6394,173400.0
-121.06,38.7,9.0,13255.0,1739.0,5001.0,3.0098858579094467,6.314,228900.0
-121.0,38.58,12.0,3425.0,549.0,1357.0,0.039094298384611516,5.3344,217500.0
-121.01,38.73,7.0,6322.0,1046.0,2957.0,1.486597328663294,4.7276,197500.0
-120.97,38.65,9.0,3707.0,602.0,1601.0,0.30181736147184185,4.0714,300600.0
-120.91,38.62,12.0,4545.0,748.0,2033.0,0.713585239195097,4.1843,207600.0
-120.95,38.79,12.0,3247.0,579.0,1459.0,0.20582239611304615,4.3981,202800.0
-120.93,38.77,9.0,2229.0,355.0,788.0,-0.23878586449611286,5.5111,196300.0
-120.87,38.71,13.0,2692.0,470.0,1302.0,-0.03921738388177445,4.0,167400.0
-120.86,38.75,15.0,1533.0,300.0,674.0,-0.3751997626375594,2.5625,146100.0
-120.83,38.74,17.0,3685.0,775.0,1714.0,0.7540041719777478,2.2269,128300.0
-120.76,38.6,14.0,2925.0,625.0,1226.0,0.003727732199792049,2.5865,133800.0
-120.66,38.61,19.0,2715.0,596.0,1301.0,0.09467033096075639,2.5042,126400.0
-120.72,38.57,8.0,892.0,185.0,427.0,-0.6859203084041875,2.6833,118800.0
-120.59,38.53,15.0,432.0,87.0,208.0,-0.915802988605514,3.6125,100000.0
-120.08,38.8,34.0,1988.0,511.0,36.0,-1.0623216199426233,4.625,162500.0
-120.84,38.63,12.0,1313.0,231.0,731.0,-0.5141398440779216,5.7373,208300.0
-119.81,36.73,51.0,956.0,196.0,662.0,-0.6455013756215368,2.101,56700.0
-119.81,36.74,36.0,607.0,155.0,483.0,-0.7313916077846697,1.5625,47500.0
-119.8,36.72,43.0,1286.0,360.0,972.0,-0.22868113130045015,0.9513,50400.0
-119.77,36.75,39.0,1287.0,332.0,1386.0,-0.32720227995816153,1.5227,46900.0
-119.83,36.71,43.0,355.0,81.0,233.0,-0.9107506220076826,2.4167,73900.0
-119.79,36.7,23.0,1731.0,363.0,1210.0,-0.23878586449611286,1.3922,49500.0
-119.73,36.68,32.0,755.0,205.0,681.0,-0.5772944265508134,1.7986,49300.0
-119.69,36.69,36.0,1432.0,269.0,836.0,-0.5015089275833432,2.1563,88300.0
-119.67,36.65,20.0,2512.0,449.0,1464.0,0.03656811508569584,3.9211,92300.0
-119.63,36.64,33.0,1036.0,181.0,620.0,-0.6606584754150308,3.4107,110400.0
-119.65,36.62,6.0,1931.0,422.0,1344.0,-0.0543744836752685,1.6607,58000.0
-119.68,36.63,39.0,1237.0,256.0,638.0,-0.49645656098551183,3.0139,65300.0
-119.73,36.59,31.0,1551.0,296.0,1058.0,-0.3751997626375594,3.3438,92600.0
-119.84,36.77,6.0,1853.0,473.0,1397.0,-0.046795933778521474,1.4817,72000.0
-119.83,36.76,15.0,3291.0,772.0,1738.0,0.5013858420861802,1.976,67300.0
-119.7,36.8,34.0,1768.0,303.0,888.0,-0.3069928135668361,3.8088,87700.0
-119.71,36.79,34.0,1891.0,323.0,966.0,-0.20341929831129338,3.6681,82000.0
-119.71,36.81,9.0,1122.0,290.0,662.0,-0.3827783125343064,2.0536,55000.0
-119.75,36.78,35.0,1129.0,220.0,474.0,-0.4888780110887648,2.4405,74300.0
-120.1,36.66,19.0,2020.0,416.0,1341.0,-0.190788381816715,1.7,69000.0
-119.91,36.83,29.0,2205.0,366.0,1072.0,-0.22868113130045015,3.8056,165400.0
-119.88,36.85,8.0,2580.0,372.0,1111.0,-0.1074243329524977,7.5,256200.0
-119.86,36.82,12.0,1488.0,253.0,675.0,-0.5368754937681627,4.7622,89300.0
-119.85,36.84,12.0,2272.0,304.0,840.0,-0.3297284632570772,8.9669,213900.0
-119.78,36.86,10.0,2902.0,363.0,1200.0,-0.18320983191996798,8.3608,187300.0
-119.77,36.91,3.0,7520.0,1143.0,2878.0,1.620485043505825,5.3272,174200.0
-119.75,36.87,3.0,13802.0,2244.0,5226.0,3.881419096035355,5.0941,143700.0
-119.7,36.94,15.0,1449.0,277.0,649.0,-0.43077579521370424,2.4861,86300.0
-119.71,36.88,17.0,2236.0,315.0,992.0,-0.3120451801646675,6.9405,165200.0
-119.67,36.89,15.0,2373.0,364.0,1280.0,-0.12510761604490744,5.308,167500.0
-119.49,37.1,24.0,2532.0,555.0,1564.0,0.18056056312388938,2.3359,92400.0
-119.57,37.02,16.0,4199.0,794.0,2140.0,0.7236899723907597,3.332,111800.0
-119.48,37.0,16.0,2904.0,551.0,1467.0,0.18561292972172072,3.1736,111800.0
-119.21,37.25,44.0,3042.0,697.0,335.0,-0.8097032900510557,4.1838,85600.0
-118.94,37.13,12.0,2255.0,472.0,1006.0,-0.2564691475885226,4.1563,94000.0
-119.4,37.09,22.0,2211.0,477.0,773.0,-0.3726735793386437,3.3269,102700.0
-119.34,37.12,23.0,1881.0,380.0,64.0,-1.0067455873664783,3.875,125000.0
-119.28,37.11,34.0,1901.0,394.0,171.0,-0.915802988605514,3.0729,144600.0
-119.32,37.06,15.0,3111.0,651.0,276.0,-0.829912756442381,5.1314,179200.0
-119.43,36.61,19.0,1484.0,296.0,1296.0,-0.3474117463494869,2.4219,65800.0
-119.44,36.6,5.0,2353.0,608.0,2505.0,0.347288660852324,2.2863,69200.0
-119.44,36.58,37.0,1054.0,394.0,879.0,-0.45098526160502966,2.5234,63500.0
-119.59,36.57,19.0,1733.0,303.0,911.0,-0.39035686243105344,3.5987,131700.0
-119.6,36.56,36.0,738.0,168.0,737.0,-0.6303442758280426,1.4415,54400.0
-119.53,36.55,34.0,2065.0,343.0,1041.0,-0.3095189968657518,3.2917,111500.0
-119.54,36.52,16.0,2703.0,415.0,1106.0,-0.1604741822297269,4.2045,120900.0
-119.55,36.51,46.0,1889.0,390.0,971.0,-0.08216249996334093,2.2132,76600.0
-119.56,36.53,19.0,2746.0,495.0,1670.0,0.2083485794119618,3.2019,95700.0
-119.77,36.44,26.0,1727.0,289.0,802.0,-0.4459328950071983,3.2083,75000.0
-119.69,36.46,29.0,1702.0,301.0,914.0,-0.39288304572996907,2.8125,79200.0
-119.69,36.43,29.0,1799.0,356.0,1278.0,-0.12258143274599176,1.7813,57900.0
-119.87,36.54,34.0,1370.0,287.0,818.0,-0.42067106201804155,2.4044,72500.0
-119.86,36.45,19.0,2439.0,462.0,1416.0,0.08456559776509369,2.4474,75600.0
-120.08,36.34,18.0,1524.0,414.0,2030.0,-0.20089311501237772,2.1153,112500.0
-120.1,36.16,17.0,598.0,160.0,715.0,-0.7313916077846697,2.3295,55000.0
-120.1,36.21,12.0,1462.0,356.0,1708.0,-0.17310509872430527,1.5086,64700.0
-120.09,36.19,12.0,1923.0,559.0,2809.0,0.2512936954935283,1.4191,55100.0
-120.27,36.29,11.0,1337.0,412.0,1376.0,-0.2968880803711734,2.4398,87500.0
-120.43,36.18,29.0,579.0,116.0,218.0,-0.8501222228337064,2.1458,104200.0
-120.36,36.14,18.0,1206.0,274.0,622.0,-0.5520325935616567,1.8264,62000.0
-120.38,36.15,17.0,2279.0,448.0,1200.0,-0.03921738388177445,2.7461,70000.0
-120.37,36.13,10.0,2522.0,533.0,1335.0,0.1451939969390699,3.2639,86400.0
-120.22,36.49,14.0,1508.0,347.0,1679.0,-0.22868113130045015,2.4786,56000.0
-120.55,36.97,42.0,1766.0,344.0,1084.0,-0.284257163876595,2.3295,74400.0
-124.17,40.8,52.0,661.0,316.0,392.0,-0.48382564449093346,0.957,60000.0
-124.16,40.79,52.0,1264.0,277.0,591.0,-0.3827783125343064,1.7778,76900.0
-124.16,40.78,50.0,2285.0,403.0,837.0,-0.20847166490912475,2.5417,85400.0
-124.16,40.77,35.0,2141.0,438.0,1053.0,-0.0038508176969549797,2.8529,85600.0
-124.17,40.75,13.0,2171.0,339.0,951.0,-0.20847166490912475,4.8516,116100.0
-124.17,40.76,26.0,1776.0,361.0,992.0,-0.1402647158384015,2.8056,82800.0
-124.15,40.81,50.0,340.0,74.0,235.0,-0.8905411556163573,1.75,67500.0
-124.06,40.86,34.0,4183.0,394.0,1891.0,0.5898022575482289,3.2216,98100.0
-124.05,40.85,31.0,2414.0,428.0,1005.0,-0.08721486656117229,3.5156,143000.0
-124.09,40.87,44.0,692.0,206.0,398.0,-0.5671896933551508,1.1576,87500.0
-124.09,40.88,50.0,921.0,187.0,420.0,-0.627818092529127,2.2188,105800.0
-124.1,40.9,18.0,4032.0,798.0,1948.0,0.8575776872332905,2.7321,92600.0
-123.74,40.66,25.0,2395.0,431.0,983.0,-0.15289563233297987,3.0469,136000.0
-124.08,40.91,13.0,2522.0,719.0,1381.0,0.4862287422926862,1.6667,78800.0
-123.76,41.03,24.0,2386.0,565.0,1058.0,-0.0543744836752685,2.0644,79800.0
-123.85,41.32,31.0,938.0,238.0,425.0,-0.7036035914965972,1.0486,36700.0
-123.72,41.09,19.0,1970.0,431.0,1166.0,-0.18320983191996798,1.8208,50000.0
-123.63,41.11,19.0,1797.0,384.0,1033.0,-0.2741524306809323,1.4911,59200.0
-123.66,41.3,22.0,1580.0,372.0,686.0,-0.4333019785126199,1.8065,62700.0
-123.52,41.01,17.0,1564.0,345.0,517.0,-0.5394016770670783,2.1542,83800.0
-124.08,41.36,29.0,1029.0,239.0,509.0,-0.6050824428388859,2.0156,62800.0
-124.06,41.13,22.0,3263.0,799.0,1384.0,0.3599195773469024,2.4708,119400.0
-124.14,41.06,32.0,1020.0,215.0,421.0,-0.6000300762410545,3.0208,143400.0
-124.1,41.04,26.0,1633.0,380.0,890.0,-0.16552654882755824,1.9741,97900.0
-124.01,40.97,21.0,1513.0,319.0,943.0,-0.3398331964527399,3.5380000000000003,102700.0
-124.0,40.92,29.0,1429.0,394.0,672.0,-0.42824961191478855,2.9485,98800.0
-124.01,40.89,28.0,1470.0,336.0,811.0,-0.3069928135668361,2.4559,75600.0
-123.88,40.93,28.0,1272.0,259.0,519.0,-0.5444540436649097,3.2891,106300.0
